Stages_Data,,,,,
English,,,,,
Time,Miles,MPH,Watts,HR,RPM,Resistance,Relative Resistance,Incline
09:09,2.0014,14.81,61,123,83,10,42,0
09:10,2.0045,14.81,61,121,83,10,42,0
09:11,2.0083,14.63,60,121,82,10,42,0
09:12,2.0126,14.63,58,121,81,10,42,0
09:13,2.0157,14.45,60,121,82,10,42,0
09:14,2.0201,14.63,61,121,83,10,42,0
09:15,2.0244,14.81,61,121,83,10,42,0
09:16,2.0275,14.81,61,122,83,10,42,0
09:17,2.0313,14.81,61,122,83,10,42,0
09:18,2.0362,14.81,60,122,82,10,42,0
09:19,2.0393,14.63,60,122,82,10,42,0
09:20,2.0443,14.63,60,122,82,10,42,0
09:21,2.0474,14.63,60,122,82,10,42,0
09:22,2.0524,14.63,60,121,82,10,42,0
09:23,2.0567,14.63,60,121,82,10,42,0
09:24,2.0623,14.63,61,121,83,10,42,0
09:25,2.0636,14.63,61,121,83,10,42,0
09:26,2.0673,14.81,61,121,83,10,42,0
09:27,2.0723,14.99,62,121,84,10,42,0
09:28,2.0772,14.99,62,122,84,10,42,0
09:29,2.0797,14.81,61,122,83,10,42,0
09:30,2.0847,14.81,62,122,84,10,42,0
09:31,2.0872,14.99,62,122,84,10,42,0
09:32,2.0928,14.99,64,122,85,10,42,0
09:33,2.0953,15.17,64,122,85,10,42,0
09:34,2.1002,15.17,64,122,85,10,42,0
09:35,2.1046,15.17,64,122,85,10,42,0
09:36,2.1096,15.17,64,123,85,10,42,0
09:37,2.1127,14.99,62,123,84,10,42,0
09:38,2.1170,14.99,62,121,84,10,42,0
09:39,2.1201,14.99,62,121,84,10,42,0
09:40,2.1238,14.81,61,121,83,10,42,0
09:41,2.1288,14.81,60,122,82,10,42,0
09:42,2.1325,14.63,60,120,82,10,42,0
09:43,2.1363,14.81,61,119,83,10,42,0
09:44,2.1394,14.81,61,118,83,10,42,0
09:45,2.1444,14.81,61,118,83,10,42,0
09:46,2.1487,14.63,60,118,82,10,42,0
09:47,2.1518,14.63,60,118,82,10,42,0
09:48,2.1568,14.63,60,120,82,10,42,0
09:49,2.1599,14.63,60,120,82,10,42,0
09:50,2.1642,14.63,60,120,82,10,42,0
09:51,2.1686,14.45,58,120,81,10,42,0
09:52,2.1717,14.45,58,119,81,10,42,0
09:53,2.1760,14.45,57,119,80,10,42,0
09:54,2.1791,14.27,57,120,80,10,42,0
09:55,2.1835,13.92,55,120,78,10,42,0
09:56,2.1866,15.30,95,120,74,13,54,0
09:57,2.1910,15.09,91,120,72,13,54,0
09:58,2.1941,14.48,87,119,70,13,54,0
09:59,2.1984,14.27,85,119,69,13,54,0
10:00,2.2021,13.86,83,119,68,13,54,0
10:01,2.2046,13.66,81,119,67,13,54,0
10:02,2.2084,13.66,81,119,67,13,54,0
10:03,2.2121,13.66,83,120,68,13,54,0
10:04,2.2171,13.86,85,120,69,13,54,0
10:05,2.2195,14.07,87,120,70,13,54,0
10:06,2.2239,14.27,87,120,70,13,54,0
10:07,2.2289,14.48,89,120,71,13,54,0
10:08,2.2320,14.48,89,120,71,13,54,0
10:09,2.2363,14.48,89,120,71,13,54,0
10:10,2.2394,14.48,89,119,71,13,54,0
10:11,2.2438,14.48,89,119,71,13,54,0
10:12,2.2463,13.22,87,119,71,11,46,2
10:13,2.2500,13.22,87,119,71,11,46,2
10:14,2.2531,13.22,87,120,71,11,46,2
10:15,2.2562,13.22,87,120,71,11,46,2
10:16,2.2605,13.22,87,120,71,11,46,2
10:17,2.2649,13.22,87,120,71,11,46,2
10:18,2.2674,13.22,89,120,72,11,46,2
10:19,2.2711,13.60,93,120,74,11,46,2
10:20,2.2755,13.97,97,120,76,11,46,2
10:21,2.2786,14.15,97,120,76,11,46,2
10:22,2.2829,14.15,97,120,76,11,46,2
10:23,2.2860,14.15,97,119,76,11,46,2
10:24,2.2891,14.15,97,119,76,11,46,2
10:25,2.2947,13.97,95,119,75,11,46,2
10:26,2.2972,13.78,91,119,73,11,46,2
10:27,2.3016,13.60,89,119,72,11,46,2
10:28,2.3047,13.40,89,119,72,11,46,2
10:29,2.3090,13.40,89,119,72,11,46,2
10:30,2.3134,13.40,89,120,72,11,46,2
10:31,2.3158,13.40,89,120,72,11,46,2
10:32,2.3202,13.40,89,120,72,11,46,2
10:33,2.3227,13.40,87,119,71,11,46,2
10:34,2.3270,13.22,87,119,71,11,46,2
10:35,2.3308,13.22,84,119,70,11,46,2
10:36,2.3332,13.04,83,119,69,11,46,2
10:37,2.3364,12.84,83,119,69,11,46,2
10:38,2.3407,12.84,83,120,69,11,46,2
10:39,2.3432,12.84,83,119,69,11,46,2
10:40,2.3475,12.84,102,120,70,10,42,4
10:41,2.3500,12.49,102,120,70,10,42,4
10:42,2.3531,12.67,104,120,71,10,42,4
10:43,2.3569,12.49,102,121,70,10,42,4
10:44,2.3600,12.49,102,121,70,10,42,4
10:45,2.3637,12.49,102,120,70,10,42,4
10:46,2.3674,12.49,104,119,71,10,42,4
10:47,2.3699,12.67,104,118,71,10,42,4
10:48,2.3736,12.67,104,117,71,10,42,4
10:49,2.3767,12.67,104,117,71,10,42,4
10:50,2.3811,12.67,104,118,71,10,42,4
10:51,2.3848,12.67,104,119,71,10,42,4
10:52,2.3879,12.67,104,119,71,10,42,4
10:53,2.3917,12.67,107,117,72,10,42,4
10:54,2.3941,12.84,107,118,72,10,42,4
10:55,2.3972,12.84,107,117,72,10,42,4
10:56,2.4022,12.84,104,117,71,10,42,4
10:57,2.4047,12.67,104,116,71,10,42,4
10:58,2.4084,12.67,104,116,71,10,42,4
10:59,2.4115,12.67,104,116,71,10,42,4
11:00,2.4146,12.49,102,116,70,10,42,4
11:01,2.4190,12.49,102,116,70,10,42,4
11:02,2.4215,12.49,104,116,71,10,42,4
11:03,2.4252,12.67,102,116,70,10,42,4
11:04,2.4283,12.49,102,116,70,10,42,4
11:05,2.4314,12.49,102,116,70,10,42,4
11:06,2.4352,12.49,102,116,70,10,42,4
11:07,2.4383,12.49,102,116,70,10,42,4
11:08,2.4426,12.49,102,116,70,10,42,4
11:09,2.4463,12.49,102,117,70,10,42,4
11:10,2.4494,12.49,104,116,71,10,42,4
11:11,2.4532,12.67,107,117,72,10,42,4
11:12,2.4557,12.84,107,117,72,10,42,4
11:13,2.4594,12.84,104,117,71,10,42,4
11:14,2.4619,12.67,104,117,71,10,42,4
11:15,2.4668,12.67,102,117,70,10,42,4
11:16,2.4699,12.49,102,117,70,10,42,4
11:17,2.4724,12.49,102,117,70,10,42,4
11:18,2.4762,12.49,100,117,69,10,42,4
11:19,2.4799,12.32,100,117,69,10,42,4
11:20,2.4830,12.32,100,117,69,10,42,4
11:21,2.4855,12.49,102,117,70,10,42,4
11:22,2.4898,12.49,102,118,70,10,42,4
11:23,2.4923,12.67,104,117,71,10,42,4
11:24,2.4967,12.67,104,117,71,10,42,4
11:25,2.4992,12.67,104,117,71,10,42,4
11:26,2.5041,12.67,104,117,71,10,42,4
11:27,2.5066,12.67,104,117,71,10,42,4
11:28,2.5097,12.67,104,117,71,10,42,4
11:29,2.5141,12.67,104,117,71,10,42,4
11:30,2.5166,12.67,104,117,71,10,42,4
11:31,2.5209,12.84,107,117,72,10,42,4
11:32,2.5240,12.84,107,117,72,10,42,4
11:33,2.5271,12.84,107,117,72,10,42,4
11:34,2.5315,13.03,109,117,73,10,42,4
11:35,2.5352,13.03,109,118,73,10,42,4
11:36,2.5383,13.03,109,118,73,10,42,4
11:37,2.5420,13.03,107,119,72,10,42,4
11:38,2.5451,12.84,107,120,72,10,42,4
11:39,2.5501,12.84,107,118,72,10,42,4
11:40,2.5526,12.67,104,118,71,10,42,4
11:41,2.5557,12.67,104,119,71,10,42,4
11:42,2.5594,12.49,104,118,71,10,42,4
11:43,2.5613,12.67,104,117,71,10,42,4
11:44,2.5656,12.67,104,117,71,10,42,4
11:45,2.5694,12.67,102,119,70,10,42,4
11:46,2.5719,12.49,102,119,70,10,42,4
11:47,2.5756,12.49,102,119,70,10,42,4
11:48,2.5781,12.49,102,117,70,10,42,4
11:49,2.5818,12.67,107,116,72,10,42,4
11:50,2.5855,12.84,109,118,73,10,42,4
11:51,2.5880,13.03,109,118,73,10,42,4
11:52,2.5917,12.84,107,119,72,10,42,4
11:53,2.5961,12.84,107,119,72,10,42,4
11:54,2.5980,12.84,107,119,72,10,42,4
11:55,2.6017,12.84,109,118,73,10,42,4
11:56,2.6060,13.03,109,118,73,10,42,4
11:57,2.6091,13.03,109,118,73,10,42,4
11:58,2.6129,13.20,111,118,74,10,42,4
11:59,2.6160,13.20,111,118,74,10,42,4
12:00,2.6197,13.03,109,118,73,10,42,4
12:01,2.6216,12.84,104,119,71,10,42,4
12:02,2.6247,12.67,102,118,70,10,42,4
12:03,2.6278,12.32,102,117,70,10,42,4
12:04,2.6315,12.49,104,117,71,10,42,4
12:05,2.6340,12.67,104,117,71,10,42,4
12:06,2.6383,12.67,104,118,71,10,42,4
12:07,2.6408,12.67,104,118,71,10,42,4
12:08,2.6446,12.84,107,118,72,10,42,4
12:09,2.6470,12.84,107,117,72,10,42,4
12:10,2.6514,12.84,107,117,72,10,42,4
12:11,2.6545,12.84,107,118,72,10,42,4
12:12,2.6582,12.84,107,117,72,10,42,4
12:13,2.6620,12.84,107,118,72,10,42,4
12:14,2.6657,13.03,109,118,73,10,42,4
12:15,2.6682,12.84,109,118,73,10,42,4
12:16,2.6719,12.67,104,118,71,10,42,4
12:17,2.6744,12.49,102,118,70,10,42,4
12:18,2.6781,12.49,102,117,70,10,42,4
12:19,2.6812,12.49,100,117,69,10,42,4
12:20,2.6843,12.32,100,117,69,10,42,4
12:21,2.6881,12.32,100,117,69,10,42,4
12:22,2.6912,12.32,100,117,69,10,42,4
12:23,2.6949,12.14,97,117,68,10,42,4
12:24,2.6974,12.14,100,117,69,10,42,4
12:25,2.7017,12.49,102,117,70,10,42,4
12:26,2.7048,12.67,104,118,71,10,42,4
12:27,2.7086,12.67,104,117,71,10,42,4
12:28,2.7117,12.67,104,117,71,10,42,4
12:29,2.7148,12.49,102,117,70,10,42,4
12:30,2.7173,12.49,102,117,70,10,42,4
12:31,2.7216,12.32,100,119,69,10,42,4
12:32,2.7241,12.32,100,119,69,10,42,4
12:33,2.7284,12.14,97,118,68,10,42,4
12:34,2.7315,11.96,97,118,68,10,42,4
12:35,2.7340,11.96,97,119,68,10,42,4
12:36,2.7378,11.96,97,119,68,10,42,4
12:37,2.7415,11.96,97,117,68,10,42,4
12:38,2.7440,11.96,97,118,68,10,42,4
12:39,2.7477,11.78,93,118,66,10,42,4
12:40,2.7502,11.78,93,119,66,10,42,4
12:41,2.7539,11.78,95,117,67,10,42,4
12:42,2.7570,12.14,97,117,68,10,42,4
12:43,2.7595,12.14,97,117,68,10,42,4
12:44,2.7639,12.14,97,116,68,10,42,4
12:45,2.7676,12.14,97,117,68,10,42,4
12:46,2.7701,12.14,97,116,68,10,42,4
12:47,2.7726,12.14,95,116,67,10,42,4
12:48,2.7769,11.96,95,117,67,10,42,4
12:49,2.7794,11.78,93,117,66,10,42,4
12:50,2.7831,12.14,100,116,69,10,42,4
12:51,2.7850,12.32,104,117,71,10,42,1
12:52,2.7881,12.84,59,116,74,10,42,1
12:53,2.7900,13.20,60,116,75,10,42,1
12:54,2.7949,13.38,60,116,75,10,42,1
12:55,2.7974,13.20,59,116,74,10,42,1
12:56,2.7993,12.84,55,116,71,10,42,1
12:57,2.8030,12.84,58,116,73,10,42,1
12:58,2.8049,13.03,59,116,74,10,42,1
12:59,2.8080,13.20,58,117,73,10,42,1
13:00,2.8111,13.20,58,117,73,10,42,1
13:01,2.8148,13.20,60,117,75,10,42,1
13:02,2.8185,13.38,60,118,75,10,42,1
13:03,2.8210,13.38,62,118,76,10,42,1
13:04,2.8254,13.56,62,119,76,10,42,1
13:05,2.8291,13.56,62,118,76,10,42,1
13:06,2.8322,13.56,62,118,76,10,42,1
13:07,2.8366,13.74,65,117,78,10,42,1
13:08,2.8403,13.92,68,117,80,10,42,1
13:09,2.8446,14.45,69,117,81,3,13,8
13:10,2.8465,11.19,65,117,80,3,13,8
13:11,2.8496,11.05,65,117,80,3,13,8
13:12,2.8527,10.92,62,118,79,3,13,8
13:13,2.8558,10.92,62,119,79,3,13,8
13:14,2.8583,10.92,62,119,79,3,13,8
13:15,2.8614,10.78,61,119,78,3,13,8
13:16,2.8645,10.78,61,119,78,3,13,8
13:17,2.8676,10.78,61,118,78,3,13,8
13:18,2.8707,10.64,59,118,77,3,13,8
13:19,2.8732,10.50,59,118,77,3,13,8
13:20,2.8757,10.50,59,118,77,3,13,8
13:21,2.8788,10.50,59,118,77,3,13,8
13:22,2.8819,10.64,59,118,77,3,13,8
13:23,2.8850,10.64,59,117,77,3,13,8
13:24,2.8875,10.64,59,117,77,3,13,8
13:25,2.8900,10.50,58,117,76,3,13,8
13:26,2.8925,10.36,57,117,75,3,13,8
13:27,2.8950,10.50,58,118,76,3,13,8
13:28,2.8981,10.50,58,118,76,3,13,8
13:29,2.9006,10.50,58,119,76,3,13,8
13:30,2.9043,10.50,61,119,78,3,13,8
13:31,2.9062,10.78,62,120,79,3,13,8
13:32,2.9086,11.05,63,120,80,3,13,8
13:33,2.9117,11.05,63,120,80,3,13,8
13:34,2.9142,11.05,63,119,80,3,13,8
13:35,2.9167,11.05,62,118,79,3,13,8
13:36,2.9198,10.92,61,118,78,3,13,8
13:37,2.9223,10.92,61,119,78,3,13,8
13:38,2.9254,10.64,59,119,77,3,13,8
13:39,2.9279,10.50,58,120,76,3,13,8
13:40,2.9310,10.36,57,119,75,3,13,8
13:41,2.9329,10.36,58,119,76,3,13,8
13:42,2.9360,10.50,58,119,76,3,13,8
13:43,2.9397,10.50,59,119,77,3,13,8
13:44,2.9416,10.64,59,119,77,3,13,8
13:45,2.9441,10.92,62,120,79,3,13,8
13:46,2.9478,10.92,62,119,79,3,13,8
13:47,2.9503,10.92,62,119,79,3,13,8
13:48,2.9528,10.92,62,119,79,3,13,8
13:49,2.9559,10.92,62,120,79,3,13,8
13:50,2.9583,10.92,62,120,79,3,13,8
13:51,2.9621,10.78,61,120,78,3,13,8
13:52,2.9646,10.78,61,120,78,3,13,8
13:53,2.9683,10.78,61,120,78,3,13,8
13:54,2.9720,11.05,65,120,81,3,13,8
13:55,2.9733,11.19,65,120,81,3,13,8
13:56,2.9764,11.19,65,120,81,3,13,8
13:57,2.9795,11.19,65,121,81,3,13,8
13:58,2.9820,11.19,65,121,81,3,13,8
13:59,2.9851,11.19,66,122,82,3,13,8
14:00,2.9882,11.32,68,122,83,3,13,8
14:01,2.9907,11.60,69,122,84,3,13,8
14:02,2.9938,11.60,69,123,84,3,13,8
14:03,2.9969,11.60,68,123,83,3,13,8
14:04,2.9994,11.46,68,123,83,3,13,8
14:05,3.0025,11.32,66,123,82,3,13,8
14:06,3.0050,11.19,65,123,81,3,13,8
14:07,3.0081,11.05,65,123,81,3,13,8
14:08,3.0105,11.05,62,123,79,3,13,8
14:09,3.0136,10.92,62,122,79,3,13,8
14:10,3.0174,11.05,63,120,80,3,13,8
14:11,3.0199,11.19,65,120,81,3,13,8
14:12,3.0236,11.19,63,121,80,3,13,8
14:13,3.0255,11.05,63,122,80,3,13,8
14:14,3.0279,10.92,62,122,79,3,13,8
14:15,3.0310,10.92,62,122,79,3,13,8
14:16,3.0348,10.92,62,122,79,3,13,8
14:17,3.0373,10.92,63,122,80,3,13,8
14:18,3.0404,11.05,65,123,81,3,13,8
14:19,3.0422,11.19,65,121,81,3,13,8
14:20,3.0453,11.19,65,121,81,3,13,8
14:21,3.0484,11.19,65,123,81,3,13,8
14:22,3.0516,11.19,65,124,81,3,13,8
14:23,3.0547,11.19,65,124,81,3,13,8
14:24,3.0578,11.05,63,124,80,3,13,8
14:25,3.0609,11.05,62,123,79,3,13,8
14:26,3.0627,10.92,61,122,78,3,13,8
14:27,3.0652,10.78,59,121,77,3,13,8
14:28,3.0683,10.64,59,123,77,3,13,8
14:29,3.0708,10.64,59,122,77,3,13,8
14:30,3.0739,10.64,61,122,78,3,13,8
14:31,3.0770,10.78,61,122,78,3,13,8
14:32,3.0795,10.78,61,122,78,3,13,8
14:33,3.0832,10.78,61,121,78,3,13,8
14:34,3.0857,10.78,62,121,79,3,13,8
14:35,3.0882,10.92,62,119,79,3,13,8
14:36,3.0919,10.92,62,120,79,3,13,8
14:37,3.0944,10.92,62,120,79,3,13,8
14:38,3.0975,10.92,62,120,79,3,13,8
14:39,3.1000,10.92,62,120,79,3,13,8
14:40,3.1037,10.92,63,120,80,3,13,8
14:41,3.1062,11.05,63,121,80,3,13,8
14:42,3.1087,11.05,62,121,79,3,13,8
14:43,3.1124,10.92,62,121,79,3,13,8
14:44,3.1156,10.92,63,121,80,3,13,8
14:45,3.1193,11.05,63,121,80,3,13,8
14:46,3.1218,11.05,63,121,80,3,13,8
14:47,3.1243,11.05,65,121,81,3,13,8
14:48,3.1280,11.19,66,120,82,3,13,8
14:49,3.1311,11.32,66,121,82,3,13,8
14:50,3.1342,11.32,66,121,82,3,13,8
14:51,3.1373,11.32,65,121,81,3,13,8
14:52,3.1404,11.19,65,122,81,3,13,8
14:53,3.1435,11.19,65,123,81,3,13,8
14:54,3.1479,11.19,57,123,80,10,42,0
14:55,3.1500,12.73,57,123,80,10,42,0
14:56,3.1522,14.27,57,123,80,10,42,0
14:57,3.1553,14.27,56,122,79,10,42,0
14:58,3.1591,14.10,56,122,79,10,42,0
14:59,3.1640,14.27,58,121,81,10,42,0
15:00,3.1665,14.45,58,121,81,10,42,0
15:01,3.1709,14.63,60,121,82,10,42,0
15:02,3.1752,14.45,58,121,81,10,42,0
15:03,3.1783,14.45,57,121,80,10,42,0
15:04,3.1820,14.27,58,121,81,10,42,0
15:05,3.1864,14.45,60,121,82,10,42,0
15:06,3.1901,14.63,60,121,82,10,42,0
15:07,3.1945,14.63,60,122,82,10,42,0
15:08,3.1988,14.63,61,123,83,10,42,0
15:09,3.2025,14.81,61,123,83,10,42,0
15:10,3.2081,14.81,61,122,83,10,42,0
15:11,3.2112,14.81,60,122,82,10,42,0
15:12,3.2150,14.63,57,123,80,10,42,0
15:13,3.2193,14.27,57,123,80,10,42,0
15:14,3.2231,14.27,57,122,80,10,42,0
15:15,3.2268,14.27,58,123,81,10,42,0
15:16,3.2311,14.45,58,123,81,10,42,0
15:17,3.2349,14.45,58,123,81,10,42,0
15:18,3.2386,14.45,58,123,81,10,42,0
15:19,3.2436,14.45,58,123,81,10,42,0
15:20,3.2473,14.45,57,123,80,10,42,0
15:21,3.2510,14.27,57,123,80,10,42,0
15:22,3.2547,14.19,57,123,80,10,42,0
15:23,3.2585,14.10,56,123,79,10,42,0
15:24,3.2622,14.10,57,122,80,10,42,0
15:25,3.2644,14.19,57,122,80,10,42,0
15:26,3.2665,14.27,57,122,80,10,42,0
15:27,3.2728,14.27,58,122,81,10,42,0
15:28,3.2765,14.45,58,122,81,10,42,0
15:29,3.2802,14.45,60,122,82,10,42,0
15:30,3.2846,14.63,60,122,82,10,42,0
15:31,3.2883,14.63,60,122,82,10,42,0
15:32,3.2920,14.63,60,122,82,10,42,0
15:33,3.2970,14.63,69,122,82,8,33,3
15:34,3.3007,13.51,69,121,82,8,33,3
15:35,3.3045,13.42,69,121,82,8,33,3
15:36,3.3082,13.34,68,121,81,8,33,3
15:37,3.3119,13.34,68,121,81,8,33,3
15:38,3.3141,13.34,67,121,81,8,33,3
15:39,3.3163,13.34,66,121,80,8,33,3
15:40,3.3187,13.18,65,120,79,8,33,3
15:41,3.3231,13.01,65,120,79,8,33,3
15:42,3.3262,13.01,65,120,79,8,33,3
15:43,3.3293,13.01,64,120,78,8,33,3
15:44,3.3324,12.84,62,120,77,8,33,3
15:45,3.3361,12.68,61,120,76,8,33,3
15:46,3.3392,12.51,61,120,76,8,33,3
15:47,3.3424,12.51,61,120,76,8,33,3
15:48,3.3467,12.51,62,120,77,8,33,3
15:49,3.3492,12.68,64,120,78,8,33,3
15:50,3.3523,12.84,64,120,78,8,33,3
15:51,3.3566,12.84,94,121,75,10,42,3
15:52,3.3598,13.03,85,120,71,10,42,3
15:53,3.3616,12.67,78,120,67,10,42,3
15:54,3.3653,11.96,76,119,66,10,42,3
15:55,3.3681,11.87,75,119,66,10,42,3
15:56,3.3709,11.78,74,119,65,10,42,3
15:57,3.3722,11.60,72,119,64,10,42,3
15:58,3.3734,11.42,70,119,63,10,42,3
15:59,3.3772,11.23,72,118,64,10,42,3
16:00,3.3796,11.42,72,118,64,10,42,3
16:01,3.3827,11.42,74,118,65,10,42,3
16:02,3.3859,11.60,68,118,62,10,42,3
16:03,3.3883,11.06,63,118,59,10,42,3
16:04,3.3914,10.53,61,119,58,10,42,3
16:05,3.3933,10.35,59,120,57,10,42,3
16:06,3.3964,10.16,59,120,57,10,42,3
16:07,3.3995,10.16,61,120,58,10,42,3
16:08,3.4020,10.35,61,119,58,10,42,3
16:09,3.4045,10.35,63,120,59,10,42,3
16:10,3.4076,10.53,63,120,59,10,42,3
16:11,3.4101,10.53,63,121,59,10,42,3
16:12,3.4119,10.53,63,123,59,10,42,3
16:13,3.4157,10.71,63,124,59,10,42,3
16:14,3.4182,10.53,63,124,59,10,42,3
16:15,3.4206,10.53,65,126,60,10,42,3
16:16,3.4244,10.71,65,126,60,10,42,3
16:17,3.4269,10.71,65,126,60,10,42,3
16:18,3.4300,10.71,65,125,60,10,42,3
16:19,3.4331,10.71,65,125,60,10,42,3
16:20,3.4356,10.71,65,125,60,10,42,3
16:21,3.4387,10.71,66,124,61,10,42,3
16:22,3.4412,10.88,66,124,61,10,42,3
16:23,3.4443,10.88,68,124,62,10,42,3
16:24,3.4492,11.06,68,124,62,10,42,3
16:25,3.4505,11.06,68,124,62,10,42,3
16:26,3.4517,11.06,68,124,62,10,42,3
16:27,3.4554,11.06,68,124,62,10,42,3
16:28,3.4579,11.06,68,124,62,10,42,3
16:29,3.4610,11.06,68,124,62,10,42,3
16:30,3.4648,11.06,68,123,62,10,42,3
16:31,3.4679,11.06,68,123,62,10,42,3
16:32,3.4716,11.06,68,123,62,10,42,3
16:33,3.4741,11.06,68,122,62,10,42,3
16:34,3.4772,11.06,66,122,61,10,42,3
16:35,3.4803,10.88,66,123,61,10,42,3
16:36,3.4834,10.88,66,123,61,10,42,3
16:37,3.4859,10.88,68,123,62,10,42,3
16:38,3.4884,11.06,66,123,61,10,42,3
16:39,3.4915,10.88,66,122,61,10,42,3
16:40,3.4946,10.88,65,122,60,10,42,3
16:41,3.4971,10.71,66,122,61,10,42,3
16:42,3.5008,10.88,66,122,61,10,42,3
16:43,3.5033,10.88,68,122,62,10,42,3
16:44,3.5064,11.06,66,122,61,10,42,3
16:45,3.5089,10.88,66,122,61,10,42,3
16:46,3.5114,10.88,68,123,62,10,42,3
16:47,3.5139,11.06,74,123,65,10,42,3
16:48,3.5163,11.60,78,124,67,10,42,3
16:49,3.5194,11.96,78,124,67,10,42,3
16:50,3.5232,11.96,78,124,67,10,42,3
16:51,3.5263,11.96,80,124,68,10,42,3
16:52,3.5288,12.14,81,125,69,10,42,3
16:53,3.5309,12.23,82,125,70,10,42,3
16:54,3.5331,12.32,83,125,70,10,42,3
16:55,3.5368,12.49,83,125,70,10,42,3
16:56,3.5400,12.49,85,125,71,10,42,3
16:57,3.5437,12.67,85,124,71,10,42,3
16:58,3.5474,12.67,87,124,72,10,42,3
16:59,3.5518,12.84,90,124,73,10,42,3
17:00,3.5549,13.03,90,124,73,10,42,3
17:01,3.5580,13.03,90,126,73,10,42,3
17:02,3.5611,13.03,92,126,74,10,42,3
17:03,3.5654,13.20,92,127,74,10,42,3
17:04,3.5685,13.20,92,125,74,10,42,3
17:05,3.5729,13.20,92,124,74,10,42,3
17:06,3.5766,13.20,92,124,74,10,42,3
17:07,3.5797,13.20,92,125,74,10,42,3
17:08,3.5841,13.20,94,125,75,10,42,3
17:09,3.5872,13.38,96,125,76,10,42,3
17:10,3.5909,13.56,96,125,76,10,42,3
17:11,3.5953,13.56,96,122,76,6,25,8
17:12,3.5971,12.59,103,122.5,76,6,25,8
17:13,3.5990,11.62,109,123,75,6,25,8
17:14,3.6027,11.47,109,123,75,6,25,8
17:15,3.6064,11.47,107,123,74,6,25,8
17:16,3.6089,11.31,104,123,73,6,25,8
17:17,3.6114,11.17,107,123,74,6,25,8
17:18,3.6151,11.31,107,122,74,6,25,8
17:19,3.6182,11.31,104,122,73,6,25,8
17:20,3.6207,11.17,104,122,73,6,25,8
17:21,3.6245,11.17,104,122,73,6,25,8
17:22,3.6276,11.17,107,121,74,6,25,8
17:23,3.6300,11.31,109,121,75,6,25,8
17:24,3.6363,11.47,109,122,75,6,25,8
17:25,3.6378,11.47,108,122,75,6,25,8
17:26,3.6394,11.47,107,122,74,6,25,8
17:27,3.6419,11.31,109,121,75,6,25,8
17:28,3.6456,11.47,109,121,75,6,25,8
17:29,3.6487,11.47,109,121,75,6,25,8
17:30,3.6518,11.47,109,121,75,6,25,8
17:31,3.6555,11.47,109,121,75,6,25,8
17:32,3.6580,11.47,109,121,75,6,25,8
17:33,3.6611,11.47,111,122,76,6,25,8
17:34,3.6648,11.62,111,121,76,6,25,8
17:35,3.6680,11.62,111,120,76,6,25,8
17:36,3.6711,11.78,114,121,77,6,25,8
17:37,3.6735,11.78,114,122,77,6,25,8
17:38,3.6767,11.78,116,122,78,6,25,8
17:39,3.6804,11.93,116,121,78,6,25,8
17:40,3.6835,12.08,116,122,78,6,25,8
17:41,3.6866,11.93,116,122,78,6,25,8
17:42,3.6891,11.93,114,121,77,6,25,8
17:43,3.6922,11.78,116,121,78,6,25,8
17:44,3.6953,11.93,116,123,78,6,25,8
17:45,3.6978,11.78,114,122,77,6,25,8
17:46,3.7015,11.78,114,122,77,6,25,8
17:47,3.7046,11.78,111,122,76,6,25,8
17:48,3.7077,11.62,111,122,76,6,25,8
17:49,3.7114,11.62,111,122,76,6,25,8
17:50,3.7146,11.62,111,122,76,6,25,8
17:51,3.7170,11.62,114,122,77,6,25,8
17:52,3.7205,11.70,114,121.5,77,6,25,8
17:53,3.7239,11.78,114,121,77,6,25,8
17:54,3.7301,11.78,114,122,77,6,25,8
17:55,3.7320,11.78,114,122,77,6,25,8
17:56,3.7338,11.78,114,122,77,6,25,8
17:57,3.7363,11.78,114,122,77,6,25,8
17:58,3.7394,11.78,114,122,77,6,25,8
17:59,3.7431,11.78,114,121,77,6,25,8
18:00,3.7462,11.78,114,121,77,6,25,8
18:01,3.7494,11.78,114,121,77,6,25,8
18:02,3.7525,11.78,114,121,77,6,25,8
18:03,3.7562,11.78,116,121,78,6,25,8
18:04,3.7587,11.93,114,121,77,6,25,8
18:05,3.7618,11.78,116,121,78,6,25,8
18:06,3.7655,11.78,114,121,77,6,25,8
18:07,3.7680,11.78,111,122,76,6,25,8
18:08,3.7699,11.70,110,122,76,6,25,8
18:09,3.7717,11.62,109,122,75,6,25,8
18:10,3.7773,11.62,111,122,76,6,25,8
18:11,3.7789,11.62,113,121.5,77,6,25,8
18:12,3.7804,11.62,114,121,77,6,25,8
18:13,3.7866,11.93,116,122,78,6,25,8
18:14,3.7897,11.93,114,122,77,6,25,8
18:15,3.7916,11.85,114,122,77,6,25,8
18:16,3.7935,11.78,114,122,77,6,25,8
18:17,3.7966,11.78,114,122,77,6,25,8
18:18,3.7991,11.78,116,122,78,6,25,8
18:19,3.8034,11.93,116,122,78,6,25,8
18:20,3.8065,11.93,114,122,77,6,25,8
18:21,3.8102,11.78,114,122,77,6,25,8
18:22,3.8134,11.78,114,122,77,6,25,8
18:23,3.8158,11.78,111,122,76,6,25,8
18:24,3.8196,11.62,111,122,76,6,25,8
18:25,3.8252,11.62,111,122,76,6,25,8
