Stages_Data
Metric
Time,Kilometers,KPH,Watts,HR,RPM
46:32,24.48,35.95,207,139,93
46:33,24.49,35.55,201,138,94
46:34,24.50,34.87,191,138,94
46:35,24.50,35.02,193,138,94
46:36,24.51,35.82,205,138,93
46:37,24.52,35.69,203,138,94
46:38,24.53,35.82,205,138,94
46:39,24.54,35.76,204,138,94
46:40,24.55,36.03,208,138,95
46:41,24.56,35.15,195,138,95
46:42,24.57,35.69,203,138,94
46:43,24.58,37.11,225,138,94
46:44,24.59,36.35,213,138,95
46:45,24.60,36.42,214,137,95
46:46,24.61,36.08,209,138,94
46:47,24.62,36.03,208,138,94
46:48,24.63,36.08,209,138,94
46:49,24.64,35.02,193,138,94
46:50,24.65,35.23,196,139,93
46:51,24.66,34.45,185,139,94
46:52,24.67,35.02,193,140,94
46:53,24.68,36.35,213,140,95
46:54,24.69,33.57,173,141,94
46:55,24.70,33.73,175,142,91
46:56,24.71,36.92,222,142,93
46:57,24.72,35.50,200,142,92
46:58,24.73,37.37,229,142,95
46:59,24.74,36.87,221,142,95
47:00,24.75,36.42,214,142,95
47:01,24.76,37.42,230,142,95
47:02,24.77,36.48,215,143,96
47:03,24.78,36.98,223,143,96
47:04,24.79,36.92,222,143,97
47:05,24.80,34.52,186,143,94
47:06,24.81,35.63,202,144,93
47:07,24.82,35.63,202,144,91
47:08,24.83,35.76,204,144,91
47:09,24.84,36.74,219,144,93
47:10,24.85,35.82,205,144,95
47:11,24.86,35.63,202,144,93
47:12,24.87,35.76,204,143,93
47:13,24.88,36.53,216,143,90
47:14,24.89,34.10,180,144,92
47:15,24.90,34.52,186,144,94
47:16,24.91,35.28,197,144,93
47:17,24.92,35.42,199,144,93
47:18,24.93,36.74,219,144,97
47:19,24.94,35.95,207,143,97
47:20,24.95,35.63,202,143,97
47:21,24.96,35.50,200,143,97
47:22,24.97,35.55,201,143,94
47:23,24.98,35.28,197,143,95
47:24,24.99,35.23,196,143,94
47:25,25.00,35.28,197,144,95
47:26,25.01,35.42,199,144,94
47:27,25.02,35.08,194,144,95
47:28,25.03,35.28,197,144,94
47:29,25.04,35.69,203,144,95
47:30,25.05,36.16,210,144,96
47:31,25.06,35.02,193,144,94
47:32,25.07,34.37,184,144,93
47:33,25.08,35.28,197,144,93
47:34,25.09,35.69,203,143,94
47:35,25.10,36.53,216,144,95
47:36,25.11,35.08,194,144,96
47:37,25.12,35.23,196,144,95
47:38,25.13,35.55,201,144,95
47:39,25.14,35.36,198,144,95
47:40,25.15,35.15,195,144,94
47:41,25.16,35.90,206,143,94
47:42,25.17,34.95,192,143,93
47:43,25.18,35.95,207,143,94
47:44,25.19,35.69,203,142,95
47:45,25.20,37.05,224,142,97
47:46,25.21,36.74,219,142,98
47:47,25.22,35.63,202,143,96
47:48,25.23,36.48,215,143,96
47:49,25.24,35.50,200,143,96
47:50,25.25,37.24,227,143,95
47:51,25.26,45.92,403,143,76
47:52,25.27,45.80,400,143,78
47:53,25.29,45.27,387,143,79
47:54,25.30,44.34,365,142,77
47:55,25.31,46.13,408,142,77
47:56,25.32,45.76,399,142,79
47:57,25.34,45.40,390,142,79
47:58,25.35,45.19,385,143,77
47:59,25.36,45.14,384,143,77
48:00,25.37,44.98,380,143,77
48:01,25.39,40.75,289,143,77
48:02,25.40,35.69,203,144,82
48:03,25.41,34.24,182,144,86
48:04,25.42,34.73,189,144,88
48:05,25.42,31.72,149,145,88
48:06,25.43,35.69,203,145,88
48:07,25.44,35.50,200,145,88
48:08,25.45,35.82,205,145,90
48:09,25.46,35.69,203,146,90
48:10,25.47,36.48,215,146,90
48:11,25.48,36.66,218,146,91
48:12,25.49,35.82,205,147,91
48:13,25.50,34.95,192,147,91
48:14,25.51,34.02,179,148,92
48:15,25.52,34.33,183,148,90
48:16,25.53,33.13,167,148,90
48:17,25.54,34.52,186,149,89
48:18,25.55,35.02,193,149,91
48:19,25.56,34.68,188,149,91
48:20,25.57,34.16,181,149,92
48:21,25.58,34.02,179,150,90
48:22,25.59,35.08,194,150,92
48:23,25.60,34.87,191,149,92
48:24,25.61,35.69,203,149,92
48:25,25.62,36.42,214,149,93
48:26,25.63,35.90,206,149,95
48:27,25.64,34.37,184,149,95
48:28,25.65,32.99,165,150,90
48:29,25.66,34.33,183,149,89
48:30,25.67,35.28,197,149,91
48:31,25.68,35.55,201,149,91
48:32,25.69,34.10,180,149,91
48:33,25.70,34.60,187,149,91
48:34,25.71,34.87,191,148,92
48:35,25.72,35.15,195,148,92
48:36,25.73,35.42,199,148,92
48:37,25.74,35.69,203,148,92
48:38,25.75,35.23,196,148,92
48:39,25.76,35.55,201,148,91
48:40,25.76,35.36,198,148,91
48:41,25.77,36.16,210,148,91
48:42,25.78,34.60,187,148,92
48:43,25.79,33.95,178,147,92
48:44,25.80,34.10,180,147,90
48:45,25.81,35.55,201,147,90
48:46,25.82,35.55,201,147,90
48:47,25.83,35.90,206,147,91
48:48,25.84,35.69,203,147,92
48:49,25.85,36.08,209,146,92
48:50,25.86,35.36,198,146,92
48:51,25.87,35.15,195,146,92
48:52,25.88,34.68,188,146,92
48:53,25.89,34.02,179,146,89
48:54,25.90,35.36,198,146,89
48:55,25.91,36.92,222,145,91
48:56,25.92,36.61,217,144,93
48:57,25.93,35.90,206,144,93
48:58,25.94,36.29,212,144,93
48:59,25.95,34.37,184,144,95
49:00,25.96,35.50,200,145,92
49:01,25.97,35.23,196,145,92
49:02,25.98,35.28,197,145,93
49:03,25.99,35.28,197,145,93
49:04,26.00,35.23,196,145,93
49:05,26.01,34.02,179,145,92
49:06,26.02,34.73,189,144,92
49:07,26.03,34.10,180,145,91
49:08,26.04,34.73,189,144,91
49:09,26.05,35.08,194,144,91
49:10,26.06,34.87,191,144,91
49:11,26.07,34.52,186,144,90
49:12,26.08,35.69,203,144,92
49:13,26.09,35.23,196,144,92
49:14,26.10,35.02,193,144,92
49:15,26.11,35.15,195,143,91
49:16,26.12,35.36,198,143,91
49:17,26.13,35.36,198,143,92
49:18,26.14,35.76,204,143,92
49:19,26.15,36.42,214,143,93
49:20,26.16,36.03,208,143,94
49:21,26.17,35.95,207,143,93
49:22,26.18,35.28,197,143,93
49:23,26.19,35.02,193,143,93
49:24,26.20,35.76,204,143,92
49:25,26.21,35.15,195,143,92
49:26,26.22,35.02,193,143,91
49:27,26.22,34.10,180,143,91
49:28,26.23,34.37,184,143,91
49:29,26.24,35.42,199,142,91
49:30,26.25,36.35,213,142,91
49:31,26.26,35.28,197,143,92
49:32,26.27,35.90,206,143,93
49:33,26.28,35.90,206,142,93
49:34,26.29,35.63,202,142,93
49:35,26.30,35.36,198,142,93
49:36,26.31,34.73,189,142,92
49:37,26.32,34.52,186,142,92
49:38,26.33,35.36,198,141,92
49:39,26.34,34.10,180,141,92
49:40,26.35,35.28,197,141,92
49:41,26.36,34.16,181,141,92
49:42,26.37,34.73,189,141,92
49:43,26.38,36.03,208,140,92
49:44,26.39,34.95,192,140,92
49:45,26.40,35.02,193,141,91
49:46,26.41,35.23,196,141,92
49:47,26.42,35.36,198,140,92
49:48,26.43,35.36,198,140,91
49:49,26.44,35.63,202,140,92
49:50,26.45,34.81,190,140,91
49:51,26.46,35.76,204,140,92
49:52,26.47,35.02,193,140,92
49:53,26.48,35.02,193,139,92
49:54,26.49,34.60,187,140,91
49:55,26.50,35.63,202,139,91
49:56,26.51,36.08,209,139,92
49:57,26.52,34.16,181,140,92
49:58,26.53,35.36,198,140,91
49:59,26.54,35.42,199,140,92
50:00,26.55,36.29,212,140,93
50:01,26.56,35.82,205,140,93
50:02,26.57,35.82,205,140,93
50:03,26.58,36.61,217,141,93
50:04,26.59,36.53,216,141,94
50:05,26.60,35.28,197,141,94
50:06,26.61,36.03,208,141,93
50:07,26.62,35.69,203,141,93
50:08,26.63,36.16,210,141,92
50:09,26.64,36.48,215,141,92
50:10,26.65,36.29,212,142,93
50:11,26.66,36.23,211,142,94
50:12,26.67,35.50,200,141,93
50:13,26.68,36.16,210,141,92
50:14,26.69,35.36,198,141,92
50:15,26.70,35.36,198,141,92
50:16,26.71,35.08,194,140,91
50:17,26.72,35.55,201,140,92
50:18,26.73,35.55,201,140,92
50:19,26.74,34.81,190,140,91
50:20,26.75,35.55,201,140,91
50:21,26.76,35.95,207,139,92
50:22,26.77,35.90,206,139,93
50:23,26.78,34.73,189,140,92
50:24,26.79,35.42,199,139,92
50:25,26.80,37.11,225,140,96
50:26,26.81,37.42,230,139,96
50:27,26.82,37.05,224,140,98
50:28,26.83,35.90,206,140,96
50:29,26.84,35.82,205,140,96
50:30,26.85,35.95,207,140,95
50:31,26.86,35.95,207,140,95
50:32,26.87,35.63,202,139,94
50:33,26.88,35.50,200,140,94
50:34,26.89,35.82,205,140,94
50:35,26.90,36.53,216,140,94
50:36,26.91,36.08,209,140,94
50:37,26.92,35.90,206,139,94
50:38,26.93,34.68,188,140,94
50:39,26.94,34.45,185,140,91
50:40,26.95,34.95,192,140,91
50:41,26.96,35.63,202,140,91
50:42,26.97,34.45,185,140,91
50:43,26.98,36.42,214,140,92
50:44,26.99,36.35,213,140,92
50:45,27.00,35.55,201,140,92
50:46,27.01,35.69,203,140,92
50:47,27.02,35.69,203,140,91
50:48,27.03,36.79,220,141,92
50:49,27.04,36.61,217,141,92
50:50,27.05,36.23,211,140,93
50:51,27.06,35.36,198,140,92
50:52,27.07,35.69,203,141,91
50:53,27.08,36.42,214,140,91
50:54,27.09,35.42,199,141,91
50:55,27.09,35.02,193,141,92
50:56,27.10,35.55,201,141,91
50:57,27.11,34.10,180,141,89
50:58,27.12,35.42,199,141,90
50:59,27.13,34.24,182,141,91
51:00,27.14,35.23,196,141,90
51:01,27.15,35.08,194,142,92
51:02,27.16,34.45,185,142,92
51:03,27.17,34.60,187,142,92
51:04,27.18,34.68,188,143,92
51:05,27.19,34.33,183,143,91
51:06,27.20,34.87,191,144,92
51:07,27.21,36.53,216,144,92
51:08,27.22,37.29,228,144,92
51:09,27.23,34.52,186,144,92
51:10,27.24,33.65,174,144,91
51:11,27.25,34.45,185,144,91
51:12,27.26,34.60,187,144,91
51:13,27.27,35.15,195,143,91
51:14,27.28,34.68,188,143,91
51:15,27.29,35.15,195,143,91
51:16,27.30,35.90,206,142,91
51:17,27.31,35.50,200,142,92
51:18,27.32,35.28,197,142,92
51:19,27.33,35.55,201,142,93
51:20,27.34,35.55,201,142,93
51:21,27.35,35.76,204,142,93
51:22,27.36,35.82,205,142,92
51:23,27.37,35.55,201,142,93
51:24,27.38,35.55,201,142,93
51:25,27.39,34.87,191,142,92
51:26,27.40,35.23,196,142,92
51:27,27.41,35.42,199,142,92
51:28,27.42,34.95,192,142,92
51:29,27.43,35.90,206,141,92
51:30,27.44,34.73,189,141,92
51:31,27.45,35.69,203,142,93
51:32,27.46,35.95,207,142,93
51:33,27.47,35.36,198,141,93
51:34,27.48,35.15,195,141,93
51:35,27.49,35.82,205,141,92
51:36,27.50,35.90,206,141,93
51:37,27.51,35.69,203,141,93
51:38,27.52,35.02,193,141,93
51:39,27.52,35.02,193,141,92
51:40,27.53,35.76,204,141,92
51:41,27.54,35.02,193,141,91
51:42,27.55,36.29,212,141,92
51:43,27.56,35.90,206,141,91
51:44,27.57,35.23,196,141,91
51:45,27.58,35.95,207,141,92
51:46,27.59,35.55,201,141,93
51:47,27.60,35.50,200,140,92
51:48,27.61,35.63,202,140,92
51:49,27.62,36.08,209,140,92
51:50,27.63,35.90,206,141,94
51:51,27.64,36.16,210,141,92
51:52,27.65,36.16,210,140,94
51:53,27.66,35.82,205,141,92
51:54,27.67,34.81,190,141,92
51:55,27.68,34.02,179,141,92
51:56,27.69,36.42,214,140,92
51:57,27.70,36.74,219,141,92
51:58,27.71,36.87,221,140,93
51:59,27.72,35.36,198,140,93
52:00,27.73,34.68,188,140,94
52:01,27.74,34.45,185,140,94
52:02,27.75,34.87,191,140,94
52:03,27.76,36.16,210,141,92
52:04,27.77,36.16,210,141,92
52:05,27.78,36.87,221,142,92
52:06,27.79,36.42,214,142,93
52:07,27.80,35.23,196,142,93
52:08,27.81,34.87,191,142,93
52:09,27.82,35.02,193,142,92
52:10,27.83,35.90,206,143,93
52:11,27.84,35.82,205,143,94
52:12,27.85,35.36,198,143,94
52:13,27.86,34.60,187,142,92
52:14,27.87,35.02,193,142,92
52:15,27.88,35.08,194,142,92
52:16,27.89,35.63,202,142,93
52:17,27.90,35.02,193,142,93
52:18,27.91,34.33,183,142,91
52:19,27.92,34.95,192,142,91
52:20,27.93,36.16,210,141,92
52:21,27.94,36.08,209,141,93
52:22,27.95,34.37,184,141,93
52:23,27.96,34.37,184,141,92
52:24,27.97,36.29,212,141,91
52:25,27.98,35.82,205,141,90
52:26,27.99,36.98,223,141,93
52:27,28.00,36.74,219,141,93
52:28,28.01,37.11,225,141,93
52:29,28.02,36.92,222,141,94
52:30,28.03,36.29,212,142,93
52:31,28.04,35.90,206,142,92
52:32,28.05,34.73,189,143,93
52:33,28.06,34.81,190,143,94
52:34,28.07,34.73,189,143,93
52:35,28.08,35.36,198,144,94
52:36,28.09,35.50,200,144,93
52:37,28.10,36.29,212,144,95
52:38,28.11,35.82,205,144,94
52:39,28.12,35.08,194,144,94
52:40,28.13,34.37,184,144,93
52:41,28.14,33.52,172,144,91
52:42,28.15,34.87,191,144,92
52:43,28.16,33.13,167,144,92
52:44,28.17,34.45,185,144,93
52:45,28.18,36.48,215,144,93
52:46,28.19,36.61,217,143,93
52:47,28.20,33.87,177,143,92
52:48,28.21,34.95,192,143,91
52:49,28.22,34.87,191,143,93
52:50,28.23,34.10,180,143,93
52:51,28.24,36.08,209,144,93
52:52,28.25,36.74,219,143,94
52:53,28.26,34.87,191,144,93
52:54,28.27,35.02,193,143,94
52:55,28.27,34.87,191,143,93
52:56,28.28,35.15,195,143,93
52:57,28.29,35.08,194,143,92
52:58,28.30,35.63,202,143,92
52:59,28.31,36.08,209,143,93
53:00,28.32,35.90,206,143,94
53:01,28.33,35.36,198,143,94
53:02,28.34,35.55,201,143,93
53:03,28.35,35.69,203,143,93
53:04,28.36,35.69,203,142,93
53:05,28.37,35.15,195,142,92
53:06,28.38,34.87,191,142,92
53:07,28.39,35.55,201,142,92
53:08,28.40,34.52,186,143,92
53:09,28.41,34.60,187,142,91
53:10,28.42,36.42,214,142,92
53:11,28.43,36.23,211,142,93
53:12,28.44,35.82,205,142,92
53:13,28.45,36.03,208,142,93
53:14,28.46,35.82,205,142,94
53:15,28.47,35.15,195,142,92
53:16,28.48,35.76,204,142,92
53:17,28.49,35.76,204,142,93
53:18,28.50,35.42,199,142,92
53:19,28.51,35.42,199,142,93
53:20,28.52,36.08,209,142,93
53:21,28.53,35.28,197,142,92
53:22,28.54,36.03,208,142,93
53:23,28.55,36.08,209,142,93
53:24,28.56,35.95,207,143,93
53:25,28.57,35.36,198,143,93
53:26,28.58,35.42,199,143,92
53:27,28.59,35.95,207,143,92
53:28,28.60,35.82,205,143,92
53:29,28.61,35.28,197,143,92
53:30,28.62,35.15,195,143,92
53:31,28.63,35.76,204,143,91
53:32,28.64,36.48,215,143,91
53:33,28.65,35.95,207,143,93
53:34,28.66,35.63,202,142,93
53:35,28.67,36.53,216,142,93
53:36,28.68,35.50,200,142,93
53:37,28.69,35.02,193,142,92
53:38,28.70,35.02,193,142,91
53:39,28.71,36.66,218,143,89
53:40,28.72,39.62,268,142,82
53:41,28.73,40.06,276,142,79
53:42,28.74,41.81,310,142,83
53:43,28.75,40.59,286,142,84
53:44,28.77,39.80,271,142,81
53:45,28.78,39.85,272,142,80
53:46,28.79,39.24,261,142,80
53:47,28.80,39.36,263,143,79
53:48,28.81,39.36,263,143,80
53:49,28.82,39.73,270,143,80
53:50,28.83,39.67,269,143,79
53:51,28.84,39.28,262,143,80
53:52,28.85,39.46,265,144,80
53:53,28.86,39.67,269,144,81
53:54,28.88,39.12,259,144,79
53:55,28.89,39.19,260,144,79
53:56,28.90,39.57,267,145,79
53:57,28.91,38.25,244,145,79
53:58,28.92,38.67,251,145,78
53:59,28.93,39.36,263,146,77
54:00,28.94,39.24,261,145,78
54:01,28.95,39.67,269,146,79
54:02,28.96,38.16,242,146,77
54:03,28.97,33.65,174,146,78
54:04,28.98,35.15,195,146,84
54:05,28.99,33.52,172,146,85
54:06,29.00,34.02,179,146,88
54:07,29.01,34.87,191,146,87
54:08,29.02,32.99,165,147,88
54:09,29.03,32.81,163,147,88
54:10,29.04,33.07,166,147,88
54:11,29.05,34.10,180,147,89
54:12,29.06,34.16,181,147,90
54:13,29.07,34.33,183,147,89
54:14,29.08,34.37,184,148,90
54:15,29.08,34.02,179,148,91
54:16,29.09,33.95,178,148,91
54:17,29.10,33.52,172,148,91
54:18,29.11,33.29,169,148,91
54:19,29.12,33.95,178,148,90
54:20,29.13,36.08,209,148,90
54:21,29.14,36.03,208,148,92
54:22,29.15,35.23,196,148,93
54:23,29.16,35.69,203,148,94
54:24,29.17,34.02,179,147,92
54:25,29.18,34.68,188,148,90
54:26,29.19,33.79,176,148,89
54:27,29.20,34.16,181,148,90
54:28,29.21,34.45,185,147,90
54:29,29.22,35.02,193,147,90
54:30,29.23,34.52,186,147,90
54:31,29.24,34.45,185,147,90
54:32,29.25,34.68,188,147,90
54:33,29.26,35.36,198,147,92
54:34,29.27,35.02,193,147,92
54:35,29.28,35.95,207,147,93
54:36,29.29,35.63,202,147,92
54:37,29.30,35.28,197,148,92
54:38,29.31,35.42,199,147,93
54:39,29.32,35.15,195,147,91
54:40,29.33,35.63,202,147,92
54:41,29.34,34.87,191,147,92
54:42,29.35,34.45,185,147,91
54:43,29.36,34.81,190,146,90
54:44,29.37,34.87,191,146,89
54:45,29.38,34.95,192,146,90
54:46,29.38,35.23,196,145,91
54:47,29.39,35.08,194,145,91
54:48,29.40,35.28,197,145,91
54:49,29.41,35.08,194,145,92
54:50,29.42,34.73,189,145,92
54:51,29.43,35.36,198,144,90
54:52,29.44,35.42,199,144,91
54:53,29.45,35.08,194,144,91
54:54,29.46,34.87,191,144,91
54:55,29.47,34.45,185,144,90
54:56,29.48,34.68,188,144,90
54:57,29.49,35.42,199,144,91
54:58,29.50,36.23,211,144,90
54:59,29.51,34.95,192,143,91
55:00,29.52,34.81,190,143,91
55:01,29.53,35.55,201,143,91
55:02,29.54,34.95,192,143,91
55:03,29.55,34.95,192,142,92
55:04,29.56,35.63,202,142,93
55:05,29.57,35.15,195,142,91
55:06,29.58,35.50,200,142,90
55:07,29.59,36.48,215,142,91
55:08,29.60,35.69,203,142,91
55:09,29.61,35.42,199,142,91
55:10,29.62,33.79,176,142,92
55:11,29.63,35.36,198,142,93
55:12,29.64,34.60,187,142,92
55:13,29.65,35.02,193,142,93
55:14,29.66,35.55,201,143,93
55:15,29.67,35.76,204,143,93
55:16,29.68,36.08,209,143,93
55:17,29.69,34.24,182,144,92
55:18,29.70,35.23,196,144,92
55:19,29.71,35.28,197,144,92
55:20,29.72,34.73,189,144,91
55:21,29.73,36.29,212,144,90
55:22,29.74,36.16,210,144,96
55:23,29.75,36.08,209,143,97
55:24,29.76,33.87,177,143,94
55:25,29.77,35.15,195,143,93
55:26,29.78,35.90,206,143,93
55:27,29.79,36.08,209,143,93
55:28,29.80,35.50,200,143,93
55:29,29.81,35.50,200,143,92
55:30,29.82,35.90,206,143,93
55:31,29.83,35.36,198,143,92
55:32,29.84,35.15,195,142,92
55:33,29.85,35.55,201,142,92
55:34,29.86,35.36,198,142,92
55:35,29.87,36.08,209,142,93
55:36,29.88,35.50,200,143,93
55:37,29.89,35.50,200,143,92
55:38,29.89,35.02,193,143,92
55:39,29.90,35.42,199,143,92
55:40,29.91,35.36,198,143,92
55:41,29.92,35.50,200,143,92
55:42,29.93,35.08,194,143,92
55:43,29.94,35.36,198,143,91
55:44,29.95,35.36,198,142,91
55:45,29.96,35.15,195,142,91
55:46,29.97,34.68,188,142,90
55:47,29.98,35.90,206,142,91
55:48,29.99,35.28,197,141,92
55:49,30.00,36.66,218,142,91
55:50,30.01,36.35,213,142,93
55:51,30.02,34.73,189,141,92
55:52,30.03,35.08,194,141,90
55:53,30.04,36.42,214,141,91
55:54,30.05,36.35,213,141,91
55:55,30.06,34.45,185,141,91
55:56,30.07,35.63,202,141,91
55:57,30.08,34.33,183,142,90
55:58,30.09,34.60,187,142,89
55:59,30.10,35.28,197,142,89
56:00,30.11,35.90,206,142,89
56:01,30.12,35.23,196,142,89
56:02,30.13,35.23,196,141,90
56:03,30.14,35.82,205,142,90
56:04,30.15,36.74,219,142,91
56:05,30.16,33.87,177,142,90
56:06,30.17,34.33,183,142,89
56:07,30.18,35.42,199,142,89
56:08,30.19,35.69,203,142,89
56:09,30.20,35.50,200,142,90
56:10,30.21,35.23,196,142,89
56:11,30.22,36.08,209,141,91
56:12,30.23,35.42,199,142,92
56:13,30.24,35.90,206,142,92
56:14,30.25,35.90,206,142,91
56:15,30.26,35.42,199,142,91
56:16,30.27,34.87,191,143,90
56:17,30.28,34.52,186,143,90
56:18,30.29,35.63,202,144,89
56:19,30.30,36.53,216,143,89
56:20,30.31,36.35,213,143,91
56:21,30.32,35.76,204,144,92
56:22,30.33,34.73,189,144,90
56:23,30.34,34.10,180,144,88
56:24,30.35,33.36,170,144,87
56:25,30.36,35.28,197,144,89
56:26,30.37,34.45,185,144,90
56:27,30.37,34.33,183,144,90
56:28,30.38,33.79,176,144,90
56:29,30.39,33.79,176,143,89
56:30,30.40,34.10,180,143,89
56:31,30.41,32.89,164,142,88
56:32,30.42,34.60,187,142,88
56:33,30.43,34.33,183,142,91
56:34,30.44,33.44,171,141,90
56:35,30.45,35.28,197,141,91
56:36,30.46,36.74,219,141,93
56:37,30.47,35.76,204,141,94
56:38,30.48,35.42,199,141,94
56:39,30.49,34.68,188,140,94
56:40,30.50,34.81,190,140,92
56:41,30.51,34.60,187,141,92
56:42,30.52,35.23,196,141,92
56:43,30.53,35.63,202,141,92
56:44,30.54,36.23,211,140,94
56:45,30.55,35.90,206,141,94
56:46,30.56,35.90,206,141,94
56:47,30.57,36.08,209,141,94
56:48,30.58,34.02,179,141,93
56:49,30.59,33.79,176,141,92
56:50,30.60,35.82,205,142,92
56:51,30.61,35.55,201,141,92
56:52,30.62,35.76,204,142,92
56:53,30.63,36.48,215,141,92
56:54,30.64,36.16,210,141,93
56:55,30.65,36.61,217,141,93
56:56,30.66,35.63,202,141,93
56:57,30.67,35.02,193,142,92
56:58,30.68,36.42,214,141,91
56:59,30.69,36.23,211,142,94
57:00,30.70,36.08,209,142,95
57:01,30.71,35.55,201,143,95
57:02,30.72,35.50,200,143,95
57:03,30.73,35.28,197,143,95
57:04,30.74,35.63,202,143,94
57:05,30.75,34.68,188,143,93
57:06,30.76,35.42,199,142,93
57:07,30.77,35.55,201,142,93
57:08,30.78,35.82,205,142,94
57:09,30.79,35.63,202,142,94
57:10,30.80,35.02,193,141,94
57:11,30.81,35.42,199,141,93
57:12,30.82,36.16,210,141,93
57:13,30.83,35.55,201,141,94
57:14,30.84,35.50,200,141,93
57:15,30.85,35.95,207,141,94
57:16,30.86,35.82,205,141,94
57:17,30.87,36.08,209,141,94
57:18,30.88,35.28,197,141,93
57:19,30.89,36.03,208,141,94
57:20,30.90,36.23,211,141,94
57:21,30.91,36.16,210,140,95
57:22,30.92,35.82,205,140,95
57:23,30.93,36.08,209,141,94
57:24,30.94,36.23,211,141,95
57:25,30.95,36.29,212,141,95
57:26,30.96,36.48,215,141,95
57:27,30.97,34.87,191,141,94
57:28,30.98,36.08,209,141,94
57:29,30.99,36.98,223,142,96
57:30,31.00,36.29,212,142,95
57:31,31.01,36.53,216,142,95
57:32,31.02,35.42,199,142,94
57:33,31.03,36.23,211,142,95
57:34,31.04,36.29,212,142,94
57:35,31.05,36.03,208,142,95
57:36,31.06,36.61,217,142,93
57:37,31.07,36.87,221,142,94
57:38,31.08,35.63,202,142,93
57:39,31.09,36.79,220,142,94
57:40,31.10,35.95,207,143,93
57:41,31.11,37.37,229,143,93
57:42,31.12,37.59,233,143,93
57:43,31.13,36.35,213,143,95
57:44,31.14,36.29,212,143,94
57:45,31.15,35.42,199,143,93
57:46,31.16,35.63,202,143,92
57:47,31.17,35.02,193,143,93
57:48,31.18,34.16,181,143,92
57:49,31.19,33.87,177,143,92
57:50,31.20,35.02,193,143,93
57:51,31.21,35.36,198,143,94
57:52,31.22,34.73,189,143,95
57:53,31.23,34.73,189,143,93
57:54,31.24,34.68,188,142,93
57:55,31.25,35.63,202,142,93
57:56,31.26,35.63,202,142,93
57:57,31.27,35.15,195,142,94
57:58,31.27,34.95,192,142,93
57:59,31.28,36.29,212,142,93
58:00,31.29,35.55,201,142,94
58:01,31.30,35.55,201,141,94
58:02,31.31,35.36,198,141,93
58:03,31.32,35.28,197,141,92
58:04,31.33,35.95,207,140,92
58:05,31.34,36.23,211,140,93
58:06,31.35,34.95,192,140,92
58:07,31.36,35.50,200,140,93
58:08,31.37,34.81,190,140,92
58:09,31.38,35.95,207,140,93
58:10,31.39,35.28,197,140,92
58:11,31.40,34.60,187,140,91
58:12,31.41,36.53,216,140,93
58:13,31.42,36.42,214,140,94
58:14,31.43,35.08,194,140,94
58:15,31.44,34.95,192,140,93
58:16,31.45,35.42,199,141,93
58:17,31.46,35.69,203,141,93
58:18,31.47,36.03,208,141,93
58:19,31.48,36.79,220,141,94
58:20,31.49,36.29,212,141,94
58:21,31.50,35.63,202,142,94
58:22,31.51,35.69,203,142,94
58:23,31.52,35.28,197,142,93
58:24,31.53,35.63,202,142,93
58:25,31.54,36.03,208,142,92
58:26,31.55,35.63,202,142,93
58:27,31.56,35.28,197,143,93
58:28,31.57,35.95,207,143,94
58:29,31.58,35.28,197,142,95
58:30,31.59,36.23,211,143,94
58:31,31.60,37.05,224,142,94
58:32,31.61,36.35,213,142,93
58:33,31.62,36.42,214,142,93
58:34,31.63,37.17,226,143,94
58:35,31.64,36.87,221,143,94
58:36,31.65,35.28,197,143,93
58:37,31.66,35.95,207,143,93
58:38,31.67,35.90,206,144,93
58:39,31.68,36.16,210,144,92
58:40,31.69,35.15,195,144,92
58:41,31.70,35.69,203,145,92
58:42,31.71,35.69,203,145,93
58:43,31.72,37.48,231,145,92
58:44,31.73,34.10,180,145,92
58:45,31.74,35.36,198,145,91
58:46,31.75,35.63,202,145,92
58:47,31.76,33.73,175,146,89
58:48,31.77,34.68,188,146,90
58:49,31.78,33.57,173,145,91
58:50,31.79,33.79,176,145,92
58:51,31.80,34.73,189,146,93
58:52,31.81,34.87,191,146,93
58:53,31.82,35.02,193,146,94
58:54,31.83,34.45,185,146,94
58:55,31.84,35.82,205,146,94
58:56,31.85,34.95,192,145,95
58:57,31.86,35.36,198,146,95
58:58,31.87,35.36,198,146,95
58:59,31.88,35.02,193,146,94
59:00,31.89,34.81,190,146,94
59:01,31.90,34.45,185,147,94
59:02,31.91,35.63,202,147,94
59:03,31.92,35.76,204,147,94
59:04,31.93,34.95,192,146,93
59:05,31.94,35.55,201,147,94
59:06,31.95,35.76,204,146,95
59:07,31.96,34.68,188,147,96
59:08,31.97,36.29,212,147,94
59:09,31.98,36.29,212,146,94
59:10,31.99,35.95,207,146,94
59:11,32.00,35.76,204,146,94
59:12,32.00,35.15,195,146,94
59:13,32.01,34.87,191,146,93
59:14,32.02,34.73,189,146,93
59:15,32.03,34.81,190,147,94
59:16,32.04,34.68,188,147,93
59:17,32.05,35.76,204,148,93
59:18,32.06,36.61,217,148,93
59:19,32.07,35.02,193,148,94
59:20,32.08,35.50,200,148,95
59:21,32.09,34.45,185,148,94
59:22,32.10,34.81,190,148,94
59:23,32.11,34.37,184,147,92
59:24,32.12,33.79,176,147,92
59:25,32.13,34.81,190,147,91
59:26,32.14,35.36,198,147,93
