Stages_Data,,,,,
English,,,,,
Time,Miles,MPH,Watts,HR,RPM
30:00:00,8.78,22.69,216,145,87
30:01:00,8.79,22.66,215,145,88
30:02:00,8.79,22.54,212,144,86
30:03:00,8.8,22.54,212,144,86
30:04:00,8.81,22.97,223,144,87
30:05:00,8.81,22.62,214,145,87
30:06:00,8.82,22.82,219,145,87
30:07:00,8.82,22.9,221,145,87
30:08:00,8.83,22.62,214,145,87
30:09:00,8.84,22.54,212,144,86
30:10:00,8.84,22.74,217,144,86
30:11:00,8.85,22.97,223,144,87
30:12:00,8.86,22.62,214,144,86
30:13:00,8.86,22.97,223,144,87
30:14:00,8.87,23.16,228,144,88
30:15:00,8.87,23.4,234,144,88
30:16:00,8.88,23.05,225,143,88
30:17:00,8.89,22.93,222,143,87
30:18:00,8.89,23.73,243,143,87
30:19:00,8.9,23.87,247,143,87
30:20:00,8.91,24.09,253,143,89
30:21:00,8.91,22.25,205,144,86
30:22:00,8.92,21.96,198,144,84
30:23:00,8.93,22.21,204,145,85
30:24:00,8.93,21.57,189,146,85
30:25:00,8.94,21.71,192,147,85
30:26:00,8.94,21.62,190,147,86
30:27:00,8.95,22,199,148,86
30:28:00,8.96,23.13,227,148,87
30:29:00,8.96,22.46,210,149,87
30:30:00,8.97,21.54,188,149,84
30:31:00,8.98,22.17,203,150,84
30:32:00,8.98,22.13,202,150,83
30:33:00,8.99,22.41,209,149,84
30:34:00,8.99,22.38,208,149,85
30:35:00,9,22.33,207,149,85
30:36:00,9.01,22.05,200,148,83
30:37:00,9.01,21.4,185,148,81
30:38:00,9.02,22.13,202,148,83
30:39:00,9.02,22.85,220,147,85
30:40:00,9.03,23.16,228,147,85
30:41:00,9.04,22.58,213,147,82
30:42:00,9.04,22.54,212,146,82
30:43:00,9.05,22.97,223,146,86
30:44:00,9.06,21.71,192,145,84
30:45:00,9.06,22.33,207,145,85
30:46:00,9.07,21.96,198,144,83
30:47:00,9.07,22.58,213,144,84
30:48:00,9.08,22.9,221,144,84
30:49:00,9.09,21.79,194,144,83
30:50:00,9.09,21.62,190,144,82
30:51:00,9.1,22.21,204,144,82
30:52:00,9.11,23.32,232,144,84
30:53:00,9.11,23.09,226,144,84
30:54:00,9.12,22.25,205,144,85
30:55:00,9.12,22,199,144,84
30:56:00,9.13,22.3,206,144,82
30:57:00,9.14,22.41,209,144,82
30:58:00,9.14,21.83,195,144,81
30:59:00,9.15,21.66,191,144,81
31:00:00,9.16,21.62,190,144,83
31:01:00,9.16,22.05,200,144,82
31:02:00,9.17,21.96,198,143,82
31:03:00,9.17,22.21,204,143,83
31:04:00,9.18,22.62,214,143,87
31:05:00,9.19,22.77,218,143,85
31:06:00,9.19,22.82,219,143,85
31:07:00,9.2,21.79,194,143,85
31:08:00,9.2,22.05,200,142,83
31:09:00,9.21,22.25,205,142,84
31:10:00,9.22,21.62,190,142,82
31:11:00,9.22,22.5,211,142,83
31:12:00,9.23,23.09,226,142,84
31:13:00,9.24,22.33,207,142,84
31:14:00,9.24,22.13,202,143,82
31:15:00,9.25,21.54,188,143,83
31:16:00,9.25,22.85,220,143,84
31:17:00,9.26,23.01,224,143,85
31:18:00,9.27,22.25,205,143,84
31:19:00,9.27,22.38,208,142,84
31:20:00,9.28,22.5,211,142,84
31:21:00,9.29,22.62,214,143,84
31:22:00,9.29,22.05,200,143,85
31:23:00,9.3,21.79,194,143,84
31:24:00,9.3,22.9,221,143,84
31:25:00,9.31,22.17,203,142,84
31:26:00,9.32,22.74,217,142,84
31:27:00,9.32,22.66,215,141,84
31:28:00,9.33,22.62,214,141,85
31:29:00,9.33,22.13,202,142,84
31:30:00,9.34,22.41,209,143,84
31:31:00,9.35,21.83,195,143,82
31:32:00,9.35,22.21,204,144,83
31:33:00,9.36,21.75,193,144,81
31:34:00,9.37,22.9,221,144,84
31:35:00,9.37,22.69,216,144,85
31:36:00,9.38,22.62,214,143,85
31:37:00,9.38,21.62,190,143,84
31:38:00,9.39,21.91,197,144,85
31:39:00,9.4,22.05,200,143,84
31:40:00,9.4,22.54,212,143,84
31:41:00,9.41,22.17,203,143,85
31:42:00,9.42,22.74,217,143,83
31:43:00,9.42,21.96,198,144,83
31:44:00,9.43,22.46,210,144,83
31:45:00,9.43,22.58,213,145,84
31:46:00,9.44,22.41,209,145,83
31:47:00,9.45,23.47,236,144,87
31:48:00,9.45,23.84,246,144,89
31:49:00,9.46,22.5,211,144,88
31:50:00,9.47,23.47,236,143,88
31:51:00,9.47,23.8,245,143,82
31:52:00,9.48,23.47,236,144,73
31:53:00,9.49,23.76,244,144,71
31:54:00,9.49,22.97,223,144,69
31:55:00,9.5,23.13,227,144,68
31:56:00,9.5,23.13,227,144,68
31:57:00,9.51,23.59,239,144,69
31:58:00,9.52,23.62,240,144,71
31:59:00,9.52,24.05,252,145,70
32:00:00,9.53,23.65,241,144,70
32:01:00,9.54,23.43,235,144,70
32:02:00,9.54,23.62,240,144,70
32:03:00,9.55,23.13,227,144,69
32:04:00,9.56,23.09,226,144,70
32:05:00,9.56,23.32,232,145,70
32:06:00,9.57,23.43,235,146,70
32:07:00,9.58,23.7,242,147,71
32:08:00,9.58,23.51,237,147,71
32:09:00,9.59,23.35,233,146,70
32:10:00,9.6,23.13,227,146,69
32:11:00,9.6,23.35,233,147,70
32:12:00,9.61,23.84,246,147,70
32:13:00,9.62,23.43,235,148,70
32:14:00,9.62,23.13,227,148,68
32:15:00,9.63,22.85,220,148,68
32:16:00,9.63,22.77,218,148,68
32:17:00,9.64,23.13,227,148,68
32:18:00,9.65,23.24,230,149,69
32:19:00,9.65,23.62,240,150,68
32:20:00,9.66,23.65,241,150,69
32:21:00,9.67,23.09,226,151,70
32:22:00,9.67,23.7,242,151,68
32:23:00,9.68,23.28,231,151,68
32:24:00,9.69,23.32,232,151,69
32:25:00,9.69,23.24,230,151,69
32:26:00,9.7,23.51,237,151,70
32:27:00,9.71,23.43,235,151,69
32:28:00,9.71,23.51,237,152,69
32:29:00,9.72,23.13,227,152,69
32:30:00,9.73,22.85,220,152,69
32:31:00,9.73,23.05,225,152,69
32:32:00,9.74,23.28,231,153,68
32:33:00,9.75,23.4,234,153,68
32:34:00,9.75,23.16,228,153,68
32:35:00,9.76,22.74,217,153,68
32:36:00,9.76,22.93,222,153,68
32:37:00,9.77,24.34,260,153,72
32:38:00,9.78,24.45,263,153,74
32:39:00,9.78,23.87,247,153,73
32:40:00,9.79,24.27,258,153,74
32:41:00,9.8,22.9,221,153,71
32:42:00,9.8,22.3,206,153,68
32:43:00,9.81,23.05,225,153,68
32:44:00,9.82,23.51,237,153,69
32:45:00,9.82,23.84,246,153,69
32:46:00,9.83,23.13,227,154,69
32:47:00,9.84,22.33,207,153,67
32:48:00,9.84,23.13,227,153,68
32:49:00,9.85,23.13,227,153,68
32:50:00,9.85,22.77,218,153,68
32:51:00,9.86,23.28,231,153,68
32:52:00,9.87,23.09,226,152,69
32:53:00,9.87,22.85,220,152,68
32:54:00,9.88,22.93,222,152,68
32:55:00,9.89,23.7,242,153,70
32:56:00,9.89,24.19,256,153,75
32:57:00,9.9,23.7,242,153,73
32:58:00,9.91,23.32,232,154,72
32:59:00,9.91,23.62,240,154,72
33:00:00,9.92,23.43,235,154,71
33:01:00,9.93,23.16,228,154,70
33:02:00,9.93,22.85,220,154,69
33:03:00,9.94,22.97,223,154,68
33:04:00,9.95,23.87,247,154,69
33:05:00,9.95,24.19,256,154,70
33:06:00,9.96,23.84,246,154,69
33:07:00,9.97,23.24,230,153,69
33:08:00,9.97,22.77,218,153,68
33:09:00,9.98,23.51,237,153,68
33:10:00,9.98,23.59,239,153,70
33:11:00,9.99,24.19,256,153,73
33:12:00,10,24.02,251,154,74
33:13:00,10,23.01,224,154,72
33:14:00,10.01,23.62,240,155,70
33:15:00,10.02,23.62,240,155,70
33:16:00,10.02,22.77,218,155,69
33:17:00,10.03,22.93,222,155,68
33:18:00,10.04,23.13,227,155,69
33:19:00,10.04,22.3,206,155,69
33:20:00,10.05,22.41,209,155,69
33:21:00,10.06,22.66,215,155,67
33:22:00,10.06,22.66,215,155,67
33:23:00,10.07,22.82,219,155,67
33:24:00,10.07,23.09,226,155,68
33:25:00,10.08,23.62,240,155,70
33:26:00,10.09,23.43,235,154,70
33:27:00,10.09,23.16,228,154,69
33:28:00,10.1,23.7,242,154,70
33:29:00,10.11,23.84,246,153,71
33:30:00,10.11,24.34,260,153,72
33:31:00,10.12,24.3,259,152,75
33:32:00,10.13,23.47,236,153,73
33:33:00,10.13,22.97,223,153,69
33:34:00,10.14,22.74,217,154,68
33:35:00,10.15,22.74,217,154,67
33:36:00,10.15,22.93,222,155,66
33:37:00,10.16,22.66,215,154,68
33:38:00,10.17,22.54,212,154,67
33:39:00,10.17,22.46,210,155,66
33:40:00,10.18,22.93,222,155,67
33:41:00,10.18,23.05,225,155,69
33:42:00,10.19,22.69,216,156,69
33:43:00,10.2,22.74,217,155,68
33:44:00,10.2,22.97,223,156,69
33:45:00,10.21,23.16,228,156,70
33:46:00,10.22,24.02,251,156,72
33:47:00,10.22,23.7,242,156,73
33:48:00,10.23,22.9,221,156,70
33:49:00,10.24,22.97,223,156,70
33:50:00,10.24,22.69,216,156,69
33:51:00,10.25,20.54,166,156,72
33:52:00,10.25,19.85,152,156,71
33:53:00,10.26,20.68,169,156,74
33:54:00,10.26,19.7,149,156,78
33:55:00,10.27,22.62,214,156,82
33:56:00,10.28,23.09,226,156,85
33:57:00,10.28,23.24,230,156,84
33:58:00,10.29,22.3,206,155,83
33:59:00,10.3,22.33,207,155,84
34:00:00,10.3,22.74,217,156,84
34:01:00,10.31,22,199,155,86
34:02:00,10.31,21.35,184,156,84
34:03:00,10.32,21.79,194,156,83
34:04:00,10.33,23.01,224,157,85
34:05:00,10.33,22.93,222,157,84
34:06:00,10.34,22.93,222,157,85
34:07:00,10.35,22.13,202,157,83
34:08:00,10.35,22.13,202,157,83
34:09:00,10.36,21.79,194,157,83
34:10:00,10.36,20.95,175,156,80
34:11:00,10.37,22.08,201,156,80
34:12:00,10.38,23.21,229,156,83
34:13:00,10.38,22.21,204,156,83
34:14:00,10.39,21.62,190,155,81
34:15:00,10.39,21.4,185,155,82
34:16:00,10.4,21.49,187,154,81
34:17:00,10.41,21.66,191,154,80
34:18:00,10.41,21.44,186,153,80
34:19:00,10.42,21.57,189,153,80
34:20:00,10.42,21.4,185,153,82
34:21:00,10.43,21.88,196,153,81
34:22:00,10.44,21.71,192,153,81
34:23:00,10.44,22.17,203,153,82
34:24:00,10.45,22.08,201,152,81
34:25:00,10.45,21.66,191,152,81
34:26:00,10.46,21.49,187,152,81
34:27:00,10.47,21.71,192,151,82
34:28:00,10.47,21.57,189,151,80
34:29:00,10.48,21.57,189,151,80
34:30:00,10.48,21.83,195,151,81
34:31:00,10.49,21.27,182,150,80
34:32:00,10.5,21.91,197,150,81
34:33:00,10.5,22.08,201,149,80
34:34:00,10.51,21.83,195,150,81
34:35:00,10.51,21.54,188,150,82
34:36:00,10.52,22.21,204,149,83
34:37:00,10.53,22.3,206,149,83
34:38:00,10.53,22.93,222,148,85
34:39:00,10.54,22.85,220,148,86
34:40:00,10.55,23.35,233,147,85
34:41:00,10.55,23.62,240,147,87
34:42:00,10.56,22.69,216,148,87
34:43:00,10.57,22.5,211,148,85
34:44:00,10.57,22.58,213,148,83
34:45:00,10.58,24.23,257,148,86
34:46:00,10.58,23.54,238,149,86
34:47:00,10.59,24.27,258,149,88
34:48:00,10.6,24.05,252,149,88
34:49:00,10.6,23.28,231,149,86
34:50:00,10.61,23.05,225,149,86
34:51:00,10.62,23.43,235,150,86
34:52:00,10.62,23.16,228,149,85
34:53:00,10.63,24.16,255,149,87
34:54:00,10.64,24.09,253,150,89
34:55:00,10.64,23.05,225,150,87
34:56:00,10.65,23.01,224,150,85
34:57:00,10.66,21.71,192,150,85
34:58:00,10.66,22.05,200,150,83
34:59:00,10.67,23.21,229,150,87
35:00:00,10.68,24.02,251,150,87
35:01:00,10.68,23.91,248,150,89
35:02:00,10.69,23.62,240,150,91
35:03:00,10.7,23.47,236,150,91
35:04:00,10.7,24.02,251,150,90
35:05:00,10.71,23.51,237,149,89
35:06:00,10.71,23.47,236,149,88
35:07:00,10.72,23.47,236,149,88
35:08:00,10.73,23.16,228,149,88
35:09:00,10.73,22.9,221,149,87
35:10:00,10.74,23.05,225,149,87
35:11:00,10.75,22.74,217,149,88
35:12:00,10.75,22.62,214,149,87
35:13:00,10.76,22.46,210,149,87
35:14:00,10.77,22.69,216,149,87
35:15:00,10.77,22.25,205,149,84
35:16:00,10.78,23.21,229,149,85
35:17:00,10.78,23.13,227,149,86
35:18:00,10.79,23.47,236,149,88
35:19:00,10.8,23.28,231,149,88
35:20:00,10.8,23.09,226,149,91
35:21:00,10.81,22.82,219,149,89
35:22:00,10.82,22.66,215,149,89
35:23:00,10.82,22.25,205,148,86
35:24:00,10.83,22.82,219,148,89
35:25:00,10.84,23.16,228,148,89
35:26:00,10.84,22.3,206,148,87
35:27:00,10.85,22.17,203,148,87
35:28:00,10.85,23.32,232,148,87
35:29:00,10.86,22.62,214,148,85
35:30:00,10.87,23.28,231,148,87
35:31:00,10.87,23.43,235,148,87
35:32:00,10.88,22.77,218,148,86
35:33:00,10.89,22.54,212,148,86
35:34:00,10.89,21.71,192,148,84
35:35:00,10.9,21.71,192,148,84
35:36:00,10.9,21.88,196,147,83
35:37:00,10.91,22.69,216,147,83
35:38:00,10.92,22.74,217,148,84
35:39:00,10.92,23.09,226,148,84
35:40:00,10.93,22.74,217,148,83
35:41:00,10.94,22.08,201,148,81
35:42:00,10.94,22.33,207,148,80
35:43:00,10.95,21.44,186,148,84
35:44:00,10.95,20.77,171,147,84
35:45:00,10.96,20.77,171,147,84
35:46:00,10.97,23.59,239,148,88
35:47:00,10.97,23.76,244,149,86
35:48:00,10.98,22.41,209,149,86
35:49:00,10.99,21.71,192,150,85
35:50:00,10.99,22.13,202,151,85
35:51:00,11,22.69,216,150,86
35:52:00,11,23.4,234,150,88
35:53:00,11.01,23.16,228,150,89
35:54:00,11.02,23.09,226,149,89
35:55:00,11.02,21.66,191,149,87
35:56:00,11.03,21.91,197,149,86
35:57:00,11.04,22.17,203,149,85
35:58:00,11.04,22.82,219,149,84
35:59:00,11.05,22.85,220,149,85
36:00:00,11.05,22.41,209,149,85
36:01:00,11.06,22.5,211,149,85
36:02:00,11.07,22.3,206,149,87
36:03:00,11.07,22.46,210,149,86
36:04:00,11.08,22.17,203,149,86
36:05:00,11.08,22.25,205,149,86
36:06:00,11.09,21.71,192,149,84
36:07:00,11.1,22.38,208,150,87
36:08:00,11.1,21.62,190,150,85
36:09:00,11.11,22.93,222,150,85
36:10:00,11.12,23.01,224,150,89
36:11:00,11.12,23.87,247,149,91
36:12:00,11.13,23.51,237,149,90
36:13:00,11.14,23.24,230,150,89
36:14:00,11.14,23.13,227,150,88
36:15:00,11.15,23.13,227,150,87
36:16:00,11.15,22.33,207,151,84
36:17:00,11.16,22.33,207,151,86
36:18:00,11.17,23.05,225,151,87
36:19:00,11.17,22.9,221,152,87
36:20:00,11.18,22.9,221,152,88
36:21:00,11.19,22.74,217,152,88
36:22:00,11.19,22.25,205,152,85
36:23:00,11.2,22.85,220,153,86
36:24:00,11.21,22.77,218,153,86
36:25:00,11.21,22.05,200,154,83
36:26:00,11.22,23.8,245,154,84
36:27:00,11.22,23.4,234,155,86
36:28:00,11.23,23.28,231,155,87
36:29:00,11.24,23.4,234,156,87
36:30:00,11.24,22,199,156,86
36:31:00,11.25,22.9,221,156,83
36:32:00,11.26,22.74,217,156,84
36:33:00,11.26,22.66,215,156,83
36:34:00,11.27,22.46,210,155,82
36:35:00,11.27,22.5,211,155,82
36:36:00,11.28,21.88,196,155,82
36:37:00,11.29,22.54,212,156,82
36:38:00,11.29,21.79,194,156,83
36:39:00,11.3,21.04,177,156,85
36:40:00,11.31,21.71,192,156,85
36:41:00,11.31,21.91,197,155,85
36:42:00,11.32,22.5,211,155,85
36:43:00,11.32,22.41,209,155,85
36:44:00,11.33,22.3,206,156,85
36:45:00,11.34,22.33,207,156,85
36:46:00,11.34,22.5,211,155,85
36:47:00,11.35,22.93,222,154,85
36:48:00,11.36,23.21,229,153,91
36:49:00,11.36,24.05,252,153,93
36:50:00,11.37,23.09,226,153,92
36:51:00,11.37,23.21,229,153,92
36:52:00,11.38,22.93,222,153,90
36:53:00,11.39,22.9,221,153,89
36:54:00,11.39,23.76,244,153,90
36:55:00,11.4,23.87,247,153,91
36:56:00,11.41,23.47,236,153,91
36:57:00,11.41,24.02,251,154,91
36:58:00,11.42,22.85,220,153,92
36:59:00,11.43,23.09,226,153,91
37:00:00,11.43,23.8,245,153,92
37:01:00,11.44,23.98,250,154,94
37:02:00,11.45,23.65,241,154,94
37:03:00,11.45,23.21,229,153,94
37:04:00,11.46,23.01,224,153,92
37:05:00,11.47,23.47,236,153,92
37:06:00,11.47,23.84,246,152,94
37:07:00,11.48,23.28,231,152,93
37:08:00,11.49,23.47,236,152,92
37:09:00,11.49,23.87,247,152,92
37:10:00,11.5,24.13,254,152,93
37:11:00,11.51,23.59,239,152,92
37:12:00,11.51,23.47,236,152,93
37:13:00,11.52,23.47,236,152,93
37:14:00,11.52,23.24,230,152,93
37:15:00,11.53,24.09,253,152,94
37:16:00,11.54,23.4,234,152,94
37:17:00,11.54,23.21,229,152,93
37:18:00,11.55,23.16,228,153,93
37:19:00,11.56,22.58,213,153,91
37:20:00,11.56,22.93,222,154,93
37:21:00,11.57,22.74,217,154,93
37:22:00,11.58,23.28,231,154,94
37:23:00,11.58,23.21,229,153,95
37:24:00,11.59,23.47,236,153,94
37:25:00,11.6,23.51,237,153,94
37:26:00,11.6,23.59,239,153,94
37:27:00,11.61,24.09,253,153,95
37:28:00,11.62,23.59,239,153,95
37:29:00,11.62,24.09,253,153,94
37:30:00,11.63,24.4,262,153,95
37:31:00,11.64,24.34,260,153,95
37:32:00,11.64,24.23,257,154,94
37:33:00,11.65,23.73,243,154,93
37:34:00,11.66,23.76,244,154,94
37:35:00,11.66,24.4,262,155,96
37:36:00,11.67,24.09,253,155,96
37:37:00,11.68,24.02,251,155,96
37:38:00,11.68,24.75,272,155,95
37:39:00,11.69,23.54,238,155,94
37:40:00,11.7,23.91,248,155,95
37:41:00,11.7,23.84,246,156,94
37:42:00,11.71,24.23,257,156,94
37:43:00,11.72,24.02,251,156,96
37:44:00,11.72,23.47,236,156,93
37:45:00,11.73,23.95,249,157,93
37:46:00,11.74,24.27,258,157,95
37:47:00,11.74,24.79,273,157,97
37:48:00,11.75,24.34,260,157,94
37:49:00,11.76,23.65,241,157,97
37:50:00,11.76,23.4,234,157,95
37:51:00,11.77,23.91,248,157,95
37:52:00,11.78,23.59,239,157,96
37:53:00,11.78,24.09,253,157,95
37:54:00,11.79,23.76,244,157,95
37:55:00,11.8,24.09,253,156,94
37:56:00,11.8,24.09,253,156,94
37:57:00,11.81,23.98,250,156,94
37:58:00,11.82,24.45,263,156,97
37:59:00,11.82,23.65,241,156,94
38:00:00,11.83,23.73,243,156,94
38:01:00,11.84,23.65,241,156,94
38:02:00,11.84,23.47,236,156,93
38:03:00,11.85,24.13,254,156,93
38:04:00,11.85,23.35,233,156,92
38:05:00,11.86,23.65,241,156,93
38:06:00,11.87,23.09,226,157,92
38:07:00,11.87,23.24,230,157,93
38:08:00,11.88,23.73,243,157,93
38:09:00,11.89,23.54,238,157,92
38:10:00,11.89,23.35,233,158,91
38:11:00,11.9,23.98,250,158,92
38:12:00,11.91,23.98,250,158,94
38:13:00,11.91,24.4,262,158,94
38:14:00,11.92,23.84,246,158,94
38:15:00,11.93,24.51,265,159,95
38:16:00,11.93,23.13,227,159,93
38:17:00,11.94,23.73,243,158,93
38:18:00,11.95,23.47,236,158,93
38:19:00,11.95,23.91,248,159,95
38:20:00,11.96,24.09,253,159,96
38:21:00,11.97,23.65,241,159,93
38:22:00,11.97,23.65,241,159,93
38:23:00,11.98,24.13,254,159,93
38:24:00,11.99,23.13,227,159,93
38:25:00,11.99,23.98,250,158,93
38:26:00,12,23.54,238,158,92
38:27:00,12.01,24.3,259,158,93
38:28:00,12.01,23.65,241,159,93
38:29:00,12.02,23.8,245,159,93
38:30:00,12.03,23.65,241,159,93
38:31:00,12.03,23.73,243,158,94
38:32:00,12.04,23.4,234,158,93
38:33:00,12.05,23.28,231,159,93
38:34:00,12.05,23.28,231,159,92
38:35:00,12.06,24.4,262,160,95
38:36:00,12.07,24.37,261,159,94
38:37:00,12.07,24.09,253,159,96
38:38:00,12.08,23.76,244,159,95
38:39:00,12.09,23.84,246,159,95
38:40:00,12.09,24.61,268,159,96
38:41:00,12.1,24.37,261,160,97
38:42:00,12.11,23.91,248,160,95
38:43:00,12.11,24.16,255,161,95
38:44:00,12.12,24.51,265,161,97
38:45:00,12.13,23.84,246,161,98
38:46:00,12.13,23.65,241,161,97
38:47:00,12.14,24.37,261,161,96
38:48:00,12.15,24.27,258,160,97
38:49:00,12.15,24.34,260,159,96
38:50:00,12.16,23.28,231,159,94
38:51:00,12.17,23.62,240,159,93
38:52:00,12.17,23.98,250,159,94
38:53:00,12.18,24.16,255,160,94
38:54:00,12.19,24.16,255,160,95
38:55:00,12.19,24.51,265,161,96
38:56:00,12.2,23.95,249,161,96
38:57:00,12.21,24.16,255,161,95
38:58:00,12.21,24.09,253,161,95
38:59:00,12.22,24.02,251,161,95
39:00:00,12.23,24.37,261,161,96
39:01:00,12.23,24.51,265,161,96
39:02:00,12.24,24.27,258,161,96
39:03:00,12.25,23.76,244,161,96
39:04:00,12.25,24.27,258,162,96
39:05:00,12.26,23.65,241,162,95
39:06:00,12.27,23.91,248,162,95
39:07:00,12.27,23.65,241,162,95
39:08:00,12.28,24.68,270,163,96
39:09:00,12.29,24.58,267,163,96
39:10:00,12.29,24.27,258,163,96
39:11:00,12.3,24.09,253,163,96
39:12:00,12.31,24.45,263,162,97
39:13:00,12.31,24.37,261,162,98
39:14:00,12.32,24.72,271,162,98
39:15:00,12.33,24.37,261,163,97
39:16:00,12.33,24.09,253,163,95
39:17:00,12.34,24.82,274,163,97
39:18:00,12.35,24.85,275,163,98
39:19:00,12.35,24.37,261,164,98
39:20:00,12.36,24.19,256,164,98
39:21:00,12.37,23.76,244,164,98
39:22:00,12.38,24.37,261,164,96
39:23:00,12.38,24.64,269,164,99
39:24:00,12.39,24.37,261,164,100
39:25:00,12.4,25.63,299,164,102
39:26:00,12.4,24.48,264,165,105
39:27:00,12.41,24.27,258,165,104
39:28:00,12.42,24.02,251,165,102
39:29:00,12.42,24.19,256,166,102
39:30:00,12.43,24.02,251,166,99
39:31:00,12.44,25.08,282,167,102
39:32:00,12.44,25.24,287,167,101
39:33:00,12.45,25.24,287,167,103
39:34:00,12.46,24.58,267,167,101
39:35:00,12.46,24.95,278,167,99
39:36:00,12.47,24.72,271,167,100
39:37:00,12.48,23.95,249,167,97
39:38:00,12.48,24.02,251,166,97
39:39:00,12.49,24.02,251,166,95
39:40:00,12.5,24.09,253,166,95
39:41:00,12.5,25.15,284,166,97
39:42:00,12.51,23.59,239,166,95
39:43:00,12.52,23.59,239,165,97
39:44:00,12.52,24.27,258,165,97
39:45:00,12.53,24.55,266,165,100
39:46:00,12.54,24.72,271,165,99
39:47:00,12.55,24.09,253,164,96
39:48:00,12.55,24.02,251,164,96
39:49:00,12.56,24.55,266,164,98
39:50:00,12.57,24.37,261,164,99
39:51:00,12.57,23.87,247,165,97
39:52:00,12.58,24.61,268,165,96
39:53:00,12.59,24.45,263,166,96
39:54:00,12.59,23.76,244,166,95
39:55:00,12.6,23.4,234,165,94
39:56:00,12.61,24.23,257,165,95
39:57:00,12.61,24.4,262,165,95
39:58:00,12.62,24.02,251,165,95
39:59:00,12.63,24.37,261,165,96
40:00:00,12.63,23.54,238,165,94
40:01:00,12.64,24.3,259,164,98
40:02:00,12.65,25.05,281,163,99
40:03:00,12.65,25.24,287,163,101
40:04:00,12.66,25.47,294,163,104
40:05:00,12.67,25.34,290,163,104
40:06:00,12.67,24.19,256,163,102
40:07:00,12.68,25.24,287,164,101
40:08:00,12.69,25.08,282,164,101
40:09:00,12.69,24.72,271,164,102
40:10:00,12.7,25.24,287,164,103
40:11:00,12.71,24.37,261,164,100
40:12:00,12.72,24.82,274,164,100
40:13:00,12.72,24.19,256,164,99
40:14:00,12.73,25.05,281,165,99
40:15:00,12.74,25.28,288,165,99
40:16:00,12.74,24.3,259,165,98
40:17:00,12.75,25.21,286,165,100
40:18:00,12.76,24.09,253,164,95
40:19:00,12.76,24.55,266,164,95
40:20:00,12.77,25.05,281,164,96
40:21:00,12.78,24.37,261,165,98
40:22:00,12.78,24.13,254,165,98
40:23:00,12.79,24.51,265,165,95
40:24:00,12.8,24.95,278,165,99
40:25:00,12.8,24.85,275,165,97
40:26:00,12.81,24.92,277,165,96
40:27:00,12.82,25.15,284,165,101
40:28:00,12.83,25.21,286,165,99
40:29:00,12.83,24.13,254,166,98
40:30:00,12.84,25.08,282,166,102
40:31:00,12.85,24.72,271,165,98
40:32:00,12.85,24.88,276,166,98
40:33:00,12.86,25.41,292,166,101
40:34:00,12.87,24.55,266,166,98
40:35:00,12.87,24.72,271,167,98
40:36:00,12.88,25.41,292,167,103
40:37:00,12.89,24.95,278,167,97
40:38:00,12.89,25.18,285,166,97
40:39:00,12.9,24.13,254,166,99
40:40:00,12.91,24.02,251,165,95
40:41:00,12.91,24.09,253,165,96
40:42:00,12.92,24.55,266,165,98
40:43:00,12.93,23.95,249,166,98
40:44:00,12.93,24.16,255,166,96
40:45:00,12.94,24.48,264,167,97
40:46:00,12.95,25.31,289,167,101
40:47:00,12.96,24.98,279,167,100
40:48:00,12.96,25.28,288,167,101
40:49:00,12.97,24.61,268,167,97
40:50:00,12.98,26.12,315,168,102
40:51:00,12.98,26.48,327,168,104
40:52:00,12.99,25.69,301,168,105
40:53:00,13,25.67,300,168,104
40:54:00,13,24.82,274,169,105
40:55:00,13.01,25.5,295,169,105
40:56:00,13.02,25.34,290,170,105
40:57:00,13.03,25.24,287,170,105
40:58:00,13.03,25.01,280,171,104
40:59:00,13.04,24.79,273,171,101
41:00:00,13.05,24.72,271,171,100
41:01:00,13.05,25.01,280,171,99
41:02:00,13.06,24.27,258,171,96
41:03:00,13.07,24.95,278,171,97
41:04:00,13.07,25.88,307,171,102
41:05:00,13.08,25.78,304,171,101
41:06:00,13.09,24.72,271,171,101
41:07:00,13.1,24.37,261,171,100
41:08:00,13.1,24.88,276,170,100
41:09:00,13.11,24.13,254,170,100
41:10:00,13.12,23.84,246,171,95
41:11:00,13.12,25.28,288,171,98
41:12:00,13.13,24.88,276,171,98
41:13:00,13.14,25.69,301,170,102
41:14:00,13.14,25.57,297,170,103
41:15:00,13.15,25.15,284,170,101
41:16:00,13.16,24.55,266,170,101
41:17:00,13.16,24.88,276,170,100
41:18:00,13.17,24.79,273,169,98
41:19:00,13.18,25.08,282,169,102
41:20:00,13.19,24.75,272,170,99
41:21:00,13.19,25.24,287,170,101
41:22:00,13.2,25.57,297,170,101
41:23:00,13.21,25.15,284,170,102
41:24:00,13.21,25.72,302,170,103
41:25:00,13.22,24.64,269,171,101
41:26:00,13.23,25.24,287,171,101
41:27:00,13.23,25.5,295,171,103
41:28:00,13.24,25.08,282,172,101
41:29:00,13.25,25.08,282,172,102
41:30:00,13.26,25.5,295,172,102
41:31:00,13.26,24.68,270,171,101
41:32:00,13.27,25.57,297,171,102
41:33:00,13.28,25.18,285,171,102
41:34:00,13.28,24.48,264,171,100
41:35:00,13.29,25.08,282,171,102
41:36:00,13.3,24.82,274,171,99
41:37:00,13.3,24.88,276,171,101
41:38:00,13.31,24.55,266,171,99
